spliced	intron
124809686	124809686-I
124809422	124809422-I
105849655	105849655-I
100197387	100197387-I
101237007	101237007-I
100215523	100215523-I
105844498	105844498-I
101238921	101238921-I
100200031	100200031-I
105849071	105849071-I
124810149	124810149-I
105846905	105846905-I
100207637	100207637-I
100200478	100200478-I
124809425	124809425-I
124810702	124810702-I
124809690	124809690-I
100200081	100200081-I
100213841	100213841-I
124810153	124810153-I
105843968	105843968-I
124810159	124810159-I
124809426	124809426-I
124809692	124809692-I
124809427	124809427-I
124809429	124809429-I
100212514	100212514-I
100200722	100200722-I
105849830	105849830-I
124810168	124810168-I
100208971	100208971-I
105843290	105843290-I
124809430	124809430-I
124810171	124810171-I
124810172	124810172-I
124809693	124809693-I
105850128	105850128-I
124809694	124809694-I
101239525	101239525-I
105848511	105848511-I
124809432	124809432-I
105847338	105847338-I
100201890	100201890-I
100205841	100205841-I
105846017	105846017-I
100209382	100209382-I
100213204	100213204-I
101237737	101237737-I
100204040	100204040-I
124810182	124810182-I
124809696	124809696-I
105844518	105844518-I
100200567	100200567-I
100197039	100197039-I
124810183	124810183-I
101238444	101238444-I
101241241	101241241-I
124809434	124809434-I
101237154	101237154-I
100206960	100206960-I
124810663	124810663-I
100199450	100199450-I
100208040	100208040-I
105848926	105848926-I
101238600	101238600-I
105845425	105845425-I
124810188	124810188-I
124810187	124810187-I
100210216	100210216-I
101238115	101238115-I
100203089	100203089-I
100212135	100212135-I
105844728	105844728-I
100210510	100210510-I
105844729	105844729-I
124809699	124809699-I
101238987	101238987-I
124810191	124810191-I
105844556	105844556-I
124810192	124810192-I
100205771	100205771-I
124810193	124810193-I
124810195	124810195-I
124810196	124810196-I
100198195	100198195-I
100215309	100215309-I
124810199	124810199-I
100204838	100204838-I
101237644	101237644-I
100199093	100199093-I
100208601	100208601-I
100213320	100213320-I
100212113	100212113-I
100198476	100198476-I
124809701	124809701-I
100204560	100204560-I
124810206	124810206-I
124810207	124810207-I
100205184	100205184-I
100197096	100197096-I
124810211	124810211-I
100199531	100199531-I
100199495	100199495-I
124810215	124810215-I
100211416	100211416-I
124810217	124810217-I
100211007	100211007-I
124810219	124810219-I
105850630	105850630-I
124809438	124809438-I
101236577	101236577-I
105847108	105847108-I
105845816	105845816-I
105847798	105847798-I
100201883	100201883-I
124810222	124810222-I
101241638	101241638-I
101235873	101235873-I
101238264	101238264-I
101238393	101238393-I
100211438	100211438-I
100197204	100197204-I
105843880	105843880-I
105843879	105843879-I
100206435	100206435-I
100213179	100213179-I
124810229	124810229-I
105844261	105844261-I
100205321	100205321-I
124809704	124809704-I
124810703	124810703-I
124810232	124810232-I
105843940	105843940-I
101240989	101240989-I
100212784	100212784-I
100210487	100210487-I
124809707	124809707-I
105848578	105848578-I
124810237	124810237-I
124810236	124810236-I
124809441	124809441-I
100204606	100204606-I
101234856	101234856-I
100212841	100212841-I
124809711	124809711-I
124809712	124809712-I
100205548	100205548-I
100205282	100205282-I
100214800	100214800-I
124810240	124810240-I
101234454	101234454-I
124810242	124810242-I
124809715	124809715-I
100208322	100208322-I
100206097	100206097-I
124810244	124810244-I
124809716	124809716-I
124809717	124809717-I
105849178	105849178-I
124809718	124809718-I
105846680	105846680-I
105846679	105846679-I
124810251	124810251-I
124810253	124810253-I
124810252	124810252-I
105847029	105847029-I
124809443	124809443-I
124809444	124809444-I
124810256	124810256-I
105845631	105845631-I
100205790	100205790-I
105848082	105848082-I
100199290	100199290-I
100200420	100200420-I
105845334	105845334-I
124809451	124809451-I
100202742	100202742-I
124809453	124809453-I
105845684	105845684-I
105845683	105845683-I
101240095	101240095-I
105845966	105845966-I
101238984	101238984-I
100205173	100205173-I
100199064	100199064-I
124810268	124810268-I
124810269	124810269-I
101235312	101235312-I
100208943	100208943-I
100200602	100200602-I
105847544	105847544-I
124810675	124810675-I
124810271	124810271-I
124810272	124810272-I
100206606	100206606-I
100208893	100208893-I
124810273	124810273-I
100204316	100204316-I
124809722	124809722-I
100203509	100203509-I
100200496	100200496-I
105844828	105844828-I
124809723	124809723-I
101237710	101237710-I
124809456	124809456-I
100200079	100200079-I
105848152	105848152-I
124810279	124810279-I
100210244	100210244-I
124810281	124810281-I
124810280	124810280-I
100203118	100203118-I
124809457	124809457-I
105850830	105850830-I
124809724	124809724-I
100206260	100206260-I
100211659	100211659-I
100199772	100199772-I
100208145	100208145-I
105845009	105845009-I
100203366	100203366-I
105844212	105844212-I
105844213	105844213-I
100200840	100200840-I
100206033	100206033-I
124810289	124810289-I
124809727	124809727-I
100204433	100204433-I
124809728	124809728-I
124809729	124809729-I
124810291	124810291-I
124810292	124810292-I
124810294	124810294-I
124810667	124810667-I
124810296	124810296-I
101238222	101238222-I
105844024	105844024-I
124810299	124810299-I
124810298	124810298-I
124809730	124809730-I
105849379	105849379-I
124809731	124809731-I
124809732	124809732-I
124809733	124809733-I
105849576	105849576-I
124809734	124809734-I
105847271	105847271-I
124810302	124810302-I
124810304	124810304-I
124810303	124810303-I
124809464	124809464-I
124809465	124809465-I
105843563	105843563-I
124810305	124810305-I
105845517	105845517-I
100211997	100211997-I
100192301	100192301-I
100204975	100204975-I
101241042	101241042-I
100201344	100201344-I
124810704	124810704-I
124810705	124810705-I
100214473	100214473-I
100208431	100208431-I
124810706	124810706-I
100202316	100202316-I
100197876	100197876-I
100214498	100214498-I
100200211	100200211-I
105845279	105845279-I
105845269	105845269-I
124810707	124810707-I
124810709	124810709-I
101239398	101239398-I
101239479	101239479-I
124810307	124810307-I
124810308	124810308-I
124809737	124809737-I
124809739	124809739-I
124809741	124809741-I
124810309	124810309-I
124809468	124809468-I
100213617	100213617-I
100206547	100206547-I
100210102	100210102-I
101235768	101235768-I
100212665	100212665-I
105843954	105843954-I
124809744	124809744-I
100205023	100205023-I
100209643	100209643-I
100206119	100206119-I
100198919	100198919-I
124809745	124809745-I
100205159	100205159-I
100212376	100212376-I
101236669	101236669-I
100199713	100199713-I
100213900	100213900-I
100199637	100199637-I
124809471	124809471-I
124810315	124810315-I
100200618	100200618-I
101237929	101237929-I
124810660	124810660-I
124810676	124810676-I
124810661	124810661-I
124810677	124810677-I
124809746	124809746-I
124810317	124810317-I
124810318	124810318-I
100200894	100200894-I
100199698	100199698-I
100208071	100208071-I
124810674	124810674-I
101237961	101237961-I
100204515	100204515-I
100198483	100198483-I
100204300	100204300-I
100210213	100210213-I
105845027	105845027-I
124809748	124809748-I
105850220	105850220-I
124809749	124809749-I
105843637	105843637-I
124810323	124810323-I
124810710	124810710-I
100206964	100206964-I
101237520	101237520-I
124810326	124810326-I
124809478	124809478-I
124809479	124809479-I
124810327	124810327-I
124810329	124810329-I
105849972	105849972-I
124809480	124809480-I
124810333	124810333-I
124810334	124810334-I
124809481	124809481-I
124810335	124810335-I
124810337	124810337-I
105850727	105850727-I
124810338	124810338-I
124810339	124810339-I
124809482	124809482-I
124809484	124809484-I
124810341	124810341-I
124809485	124809485-I
124810343	124810343-I
124810342	124810342-I
124809486	124809486-I
124809487	124809487-I
124810344	124810344-I
105846121	105846121-I
124810345	124810345-I
105848682	105848682-I
124809755	124809755-I
124810347	124810347-I
124810348	124810348-I
124809488	124809488-I
124810711	124810711-I
124810664	124810664-I
100205726	100205726-I
124810350	124810350-I
105843800	105843800-I
100205909	100205909-I
124810352	124810352-I
124810353	124810353-I
101234690	101234690-I
124809757	124809757-I
124809758	124809758-I
124810354	124810354-I
124810355	124810355-I
124809489	124809489-I
124810356	124810356-I
105850793	105850793-I
100205986	100205986-I
101236847	101236847-I
124809759	124809759-I
124809760	124809760-I
105845550	105845550-I
124810363	124810363-I
101236927	101236927-I
105848409	105848409-I
105848224	105848224-I
124809495	124809495-I
105847310	105847310-I
124810364	124810364-I
124809496	124809496-I
124810365	124810365-I
100204380	100204380-I
100210295	100210295-I
100204691	100204691-I
124809497	124809497-I
105843656	105843656-I
124809498	124809498-I
124809763	124809763-I
124809764	124809764-I
100215669	100215669-I
100202580	100202580-I
124810368	124810368-I
124810372	124810372-I
124809765	124809765-I
100202295	100202295-I
124810373	124810373-I
101236326	101236326-I
124809766	124809766-I
100208241	100208241-I
100197075	100197075-I
100209141	100209141-I
124810375	124810375-I
100207380	100207380-I
124809500	124809500-I
124810378	124810378-I
101240588	101240588-I
124809501	124809501-I
105844718	105844718-I
105844717	105844717-I
101239995	101239995-I
124809768	124809768-I
124809774	124809774-I
124809775	124809775-I
124809776	124809776-I
124810382	124810382-I
105848999	105848999-I
105845275	105845275-I
105849800	105849800-I
124810387	124810387-I
124809783	124809783-I
124809785	124809785-I
124810388	124810388-I
124810389	124810389-I
124810391	124810391-I
124810392	124810392-I
124809505	124809505-I
124809506	124809506-I
101235715	101235715-I
101235621	101235621-I
124810397	124810397-I
124810398	124810398-I
124810399	124810399-I
105846274	105846274-I
100202948	100202948-I
124809508	124809508-I
124810408	124810408-I
124810403	124810403-I
124810407	124810407-I
124810409	124810409-I
124809510	124809510-I
124810415	124810415-I
124809514	124809514-I
124810420	124810420-I
124809515	124809515-I
105848096	105848096-I
124809516	124809516-I
124809793	124809793-I
124809795	124809795-I
124809518	124809518-I
105845887	105845887-I
124809796	124809796-I
124809797	124809797-I
124809798	124809798-I
124810440	124810440-I
124810442	124810442-I
124810443	124810443-I
124810448	124810448-I
124810451	124810451-I
124810452	124810452-I
124810450	124810450-I
124810457	124810457-I
124809525	124809525-I
124809526	124809526-I
124810459	124810459-I
105843398	105843398-I
124809804	124809804-I
105847124	105847124-I
124810464	124810464-I
124810465	124810465-I
124810467	124810467-I
124809529	124809529-I
124810468	124810468-I
124810471	124810471-I
124809809	124809809-I
124809810	124809810-I
124809811	124809811-I
124809812	124809812-I
124810473	124810473-I
124810479	124810479-I
124810477	124810477-I
124810478	124810478-I
124810481	124810481-I
124809815	124809815-I
124810487	124810487-I
124810489	124810489-I
105847041	105847041-I
124809816	124809816-I
124810492	124810492-I
105843059	105843059-I
101238571	101238571-I
124810493	124810493-I
124810495	124810495-I
105848426	105848426-I
105847866	105847866-I
124810497	124810497-I
124810496	124810496-I
124810498	124810498-I
124809535	124809535-I
101235187	101235187-I
124809819	124809819-I
124809539	124809539-I
100189550	100189550-I
100208035	100208035-I
101237324	101237324-I
124810502	124810502-I
124810503	124810503-I
105846752	105846752-I
105845058	105845058-I
105847878	105847878-I
124810505	124810505-I
101239627	101239627-I
105849494	105849494-I
124810507	124810507-I
105844680	105844680-I
100212421	100212421-I
101238935	101238935-I
124809543	124809543-I
124809546	124809546-I
124809823	124809823-I
100214847	100214847-I
105845175	105845175-I
101237504	101237504-I
105845176	105845176-I
100215894	100215894-I
105849188	105849188-I
124809548	124809548-I
105847459	105847459-I
100209725	100209725-I
105844241	105844241-I
100206898	100206898-I
101237033	101237033-I
101237124	101237124-I
124810516	124810516-I
124810517	124810517-I
101237930	101237930-I
105845793	105845793-I
100198993	100198993-I
124809824	124809824-I
124805790	124805790-I
124809552	124809552-I
105849526	105849526-I
124809827	124809827-I
100206727	100206727-I
100204278	100204278-I
105843650	105843650-I
105843651	105843651-I
105849541	105849541-I
124810521	124810521-I
101239382	101239382-I
100203234	100203234-I
124810522	124810522-I
124809831	124809831-I
124810524	124810524-I
124810526	124810526-I
105846051	105846051-I
105848653	105848653-I
124809556	124809556-I
124809832	124809832-I
124809833	124809833-I
124810532	124810532-I
124810533	124810533-I
101238119	101238119-I
124809835	124809835-I
124809559	124809559-I
124809837	124809837-I
100202237	100202237-I
101241339	101241339-I
124810536	124810536-I
124810538	124810538-I
124810540	124810540-I
124809838	124809838-I
124809839	124809839-I
124810542	124810542-I
124810544	124810544-I
124809560	124809560-I
105846136	105846136-I
124810548	124810548-I
124810549	124810549-I
124810550	124810550-I
101241636	101241636-I
124810553	124810553-I
124809562	124809562-I
101237046	101237046-I
124809563	124809563-I
105848306	105848306-I
124809564	124809564-I
124810555	124810555-I
124810556	124810556-I
124809842	124809842-I
124809843	124809843-I
124809844	124809844-I
124810560	124810560-I
124810558	124810558-I
124809570	124809570-I
124810564	124810564-I
124810566	124810566-I
124810567	124810567-I
105844978	105844978-I
105848789	105848789-I
124810570	124810570-I
124810571	124810571-I
124810572	124810572-I
124810573	124810573-I
105850509	105850509-I
124810574	124810574-I
105849781	105849781-I
105849407	105849407-I
124810575	124810575-I
124809848	124809848-I
124810579	124810579-I
124810580	124810580-I
124809574	124809574-I
124810581	124810581-I
124809575	124809575-I
124810583	124810583-I
124810584	124810584-I
124810585	124810585-I
124810586	124810586-I
124809850	124809850-I
124810587	124810587-I
105843706	105843706-I
124810588	124810588-I
124810590	124810590-I
124810589	124810589-I
124810592	124810592-I
124809576	124809576-I
101240504	101240504-I
124810593	124810593-I
124810594	124810594-I
124810595	124810595-I
124809851	124809851-I
124810598	124810598-I
124810597	124810597-I
105850087	105850087-I
105848938	105848938-I
124810599	124810599-I
124809854	124809854-I
101238229	101238229-I
